0,0.0162573099415205,0.0366081871345029,
0.0173099415204678,0.0355555555555556,0,
0.0431578947368421,0.00970760233918129,0,
0.0422222222222222,0.0106432748538012,0,
0.0389473684210526,0.0139181286549708,0,
0,0.0527485380116959,0,
0.0431578947368421,0.00970760233918129,0,
0.0442105263157895,0.00865497076023392,0,
0.00116959064327485,0.0323976608187135,0.0194152046783626,
0.016374269005848,0.027953216374269,0.00865497076023392,
0.0375438596491228,0.0153216374269006,0,
0.0439766081871345,0.00888888888888889,0,
0.0336842105263158,0.00233918128654971,0.0169590643274854,
0.036374269005848,0.0128654970760234,0.00374269005847953,
0.0509941520467836,0.00152046783625731,0.000467836257309942,
0,0.0527485380116959,0,
0.0419883040935672,0.0108771929824561,0,
0.0334502923976608,0.0190643274853801,0.000467836257309942,
0.0176608187134503,0.0176608187134503,0.0176608187134503,
