0,0.01625731,0.036608187,,0.052865497
0.017309942,0.035555556,0,,0.052865497
0.043157895,0.009707602,0,,0.052865497
0.042222222,0.010643275,0,,0.052865497
0.038947368,0.013918129,0,,0.052865497
0,0.052748538,0,,0.052748538
0.043157895,0.009707602,0,,0.052865497
0.044210526,0.008654971,0,,0.052865497
0.001169591,0.032397661,0.019415205,,0.052982456
0.016374269,0.027953216,0.008654971,,0.052982456
0.03754386,0.015321637,0,,0.052865497
0.043976608,0.008888889,0,,0.052865497
0.033684211,0.002339181,0.016959064,,0.052982456
0.036374269,0.012865497,0.00374269,,0.052982456
0.050994152,0.001520468,0.000467836,,0.052982456
0,0.052748538,0,,0.052748538
0.041988304,0.010877193,0,,0.052865497
0.033450292,0.019064327,0.000467836,,0.052982456
0.017660819,0.017660819,0.017660819,,0.052982456
,,,,
0.542222222,0.358830409,0.103976608,,
